Unnamed: 0,57.06988,69.06988,71.08553,79.05423,81.06988,83.04914,85.06479,93.06988,95.04914,97.06479,99.08044,105.06988,107.08553,111.08044,113.09609,121.06479,121.10118,123.08044,125.09609,127.11174,131.08553,135.08044,137.09609,139.11174,147.08044,149.09609,159.11683,163.07536,165.09101,167.10666,173.09609,175.11174,177.09101,177.12739,179.10666,179.14304,181.08592,181.15869,189.09101,191.10666,191.14304,193.12231,195.10157,197.11722,201.12739,203.14304,205.12231,205.15869,207.13796,209.11722,215.10666,217.12231,219.10157,219.13796,221.11722,221.15361,223.13287,223.16926,227.10666,229.12231,231.13796,233.11722,233.15361,235.13287,235.16926,237.14852,245.11722,245.15361,247.13287,249.14852,251.16417,301.16456,301.17982,303.1227,305.13835,321.13326,323.14891,323.1853,325.20095,329.17474,341.19587,347.1853,397.22208,415.23264
1.0,100.0,62.61,93.2,0.0,32.74,0.0,43.26,0.0,0.0,0.0,66.65,0.0,0.0,0.0,26.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.0,46.56,20.99,0.0,28.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.27,0.0,0.0,0.0,15.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,74.37,61.82,65.91,0.0,90.8,29.3,61.18,68.78,0.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.37,26.06,0.0,0.0,17.42,45.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,22.99,42.24,15.56,31.76,100.0,18.28,0.0,14.17,15.41,32.27,26.96,0.0,14.36,16.28,0.0,0.0,26.36,0.0,0.0,0.0,0.0,0.0,10.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.0,48.21,27.73,0.0,47.88,0.0,0.0,17.95,0.0,73.0,26.97,0.0,28.35,28.77,0.0,0.0,72.85,0.0,0.0,18.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.94,0.0,0.0,0.0,0.0,42.99,0.0,17.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.06,0.0,46.6,0.0,0.0,0.0,0.0,0.0,0.0,22.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.0,0.0,0.0,0.0,35.49,100.0,25.65,0.0,43.46,34.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.4,49.65,0.0,0.0,22.54,26.98,0.0,0.0,0.0,0.0,0.0,32.31,0.0,0.0,0.0,29.27,0.0,60.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.13,45.79,0.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.59,0.0,38.63,28.56,0.0,64.47,0.0,22.04,0.0,29.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.88,0.0,9.56,0.0,0.0,0.0,12.2,0.0,18.24,0.0,0.0,23.66,0.0,44.24,0.0,24.51,0.0,0.0,0.0,25.02,0.0,61.23,0.0,0.0,0.0,12.35,0.0,21.43,44.68,0.0,0.0,0.0,0.0,0.0,0.0,19.94,0.0,28.61,0.0,0.0,12.48,0.0,51.43,0.0,0.0,0.0,0.0,0.0,0.0,10.67,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.08,0.0,0.0,0.0,10.43,10.72,29.92,12.27,14.39,0.0,22.25,0.0,0.0,16.98,41.94,50.76,0.0,27.14,0.0,48.75,0.0,0.0,13.94,97.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.27,0.0,11.52,0.0,0.0,0.0,13.19,12.38,0.0,12.84,5.99,0.0,10.63,0.0,7.14,16.38,11.42,0.0,0.0,0.0,0.0,0.0,0.0,9.59,9.57,0.0,13.13,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.39,0.0,0.0,0.0,0.0,0.0,0.0,29.42,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
